date,Value,Geography,Occupation,Year of Arrival,Country of Birth
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: United Kingdom
2011,4128,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Ireland
2011,321,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3845,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1061,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,218,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1262,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,352,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,2264,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,724,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,356,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Africa: Nigeria
2011,597,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Africa: South Africa
2011,9745,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Africa: Other
2011,194,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Middle East and Asia: China
2011,862,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Middle East and Asia: Bangladesh
2011,6753,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Middle East and Asia: India
2011,3732,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Middle East and Asia: Pakistan
2011,5539,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,Middle East and Asia: Other
2011,631,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,The Americas and the Caribbean: Canada
2011,603,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,The Americas and the Caribbean: United States
2011,1534,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,1766,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,The Americas and the Caribbean: Other
2011,1045,England and Wales (K04000001),7. Sales and customer service occupations,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: United Kingdom
2011,1518,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Ireland
2011,375,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2779,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,349,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,250,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,965,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,177,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,464,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1048,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,951,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Africa: Nigeria
2011,590,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Africa: South Africa
2011,4678,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Africa: Other
2011,312,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Middle East and Asia: China
2011,2646,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,3707,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Middle East and Asia: India
2011,2766,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,5382,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,Middle East and Asia: Other
2011,269,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,596,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,396,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,750,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,549,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: United Kingdom
2011,1042,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Ireland
2011,1193,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3330,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,915,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,911,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2048,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,681,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,1695,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,4766,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,1660,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Africa: Nigeria
2011,2115,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Africa: South Africa
2011,9875,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Africa: Other
2011,992,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Middle East and Asia: China
2011,2044,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,4903,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Middle East and Asia: India
2011,4967,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,13884,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,Middle East and Asia: Other
2011,412,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,1070,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1366,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,2062,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,905,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: United Kingdom
2011,1736,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Ireland
2011,2505,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2582,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2460,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1743,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,4795,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,18632,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,13087,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,5052,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,5189,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Africa: Nigeria
2011,3381,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Africa: South Africa
2011,15565,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Africa: Other
2011,3218,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Middle East and Asia: China
2011,6773,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,20119,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Middle East and Asia: India
2011,11538,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,25703,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,Middle East and Asia: Other
2011,762,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,2085,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,1170,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,4495,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,2484,England and Wales (K04000001),7. Sales and customer service occupations,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,1586294,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: United Kingdom
2011,7297,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Ireland
2011,246,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,4478,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1491,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,374,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1294,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,279,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3042,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,923,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,391,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Africa: Nigeria
2011,589,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Africa: South Africa
2011,8986,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Africa: Other
2011,92,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Middle East and Asia: China
2011,2107,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Middle East and Asia: Bangladesh
2011,13591,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Middle East and Asia: India
2011,14331,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Middle East and Asia: Pakistan
2011,5037,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,Middle East and Asia: Other
2011,610,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,The Americas and the Caribbean: Canada
2011,503,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,The Americas and the Caribbean: United States
2011,3837,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,2951,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,The Americas and the Caribbean: Other
2011,1139,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: United Kingdom
2011,1933,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Ireland
2011,130,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,1558,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,300,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,375,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,472,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,189,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,363,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1018,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,950,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Africa: Nigeria
2011,369,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Africa: South Africa
2011,5026,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Africa: Other
2011,96,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Middle East and Asia: China
2011,3270,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,4795,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Middle East and Asia: India
2011,6619,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Middle East and Asia: Pakistan
2011,2970,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,Middle East and Asia: Other
2011,132,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,231,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,The Americas and the Caribbean: United States
2011,428,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,454,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,The Americas and the Caribbean: Other
2011,348,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: United Kingdom
2011,798,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Ireland
2011,357,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,908,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,481,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1241,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,781,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,967,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,1541,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,4726,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,1027,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Africa: Nigeria
2011,907,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Africa: South Africa
2011,8893,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Africa: Other
2011,264,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Middle East and Asia: China
2011,2811,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,5594,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Middle East and Asia: India
2011,13888,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Middle East and Asia: Pakistan
2011,10431,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,Middle East and Asia: Other
2011,103,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,254,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1060,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,1187,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,The Americas and the Caribbean: Other
2011,527,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: United Kingdom
2011,1151,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Ireland
2011,805,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,838,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,691,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,3630,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1388,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,72724,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,35620,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,3809,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,1955,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Africa: Nigeria
2011,1849,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Africa: South Africa
2011,10330,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Africa: Other
2011,681,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Middle East and Asia: China
2011,1842,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,11083,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Middle East and Asia: India
2011,12641,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Middle East and Asia: Pakistan
2011,14404,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,Middle East and Asia: Other
2011,166,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,620,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,The Americas and the Caribbean: United States
2011,882,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,2594,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,The Americas and the Caribbean: Other
2011,952,England and Wales (K04000001),"8. Process, plant and machine operatives",Arrived 2001-2011,"Antarctica, Oceania and other"
2011,2330264,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Middle East and Asia: Bangladesh
