date,Value,Geography,Occupation,Year of Arrival,Country of Birth
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: United Kingdom
2011,6101,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Ireland
2011,1186,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,9369,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1297,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,357,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,3521,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,543,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,4612,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1773,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,1294,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Africa: Nigeria
2011,2648,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Africa: South Africa
2011,16597,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Africa: Other
2011,237,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Middle East and Asia: China
2011,1332,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Middle East and Asia: Bangladesh
2011,7666,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Middle East and Asia: India
2011,3867,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Middle East and Asia: Pakistan
2011,12619,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,Middle East and Asia: Other
2011,2152,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,The Americas and the Caribbean: Canada
2011,2752,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,The Americas and the Caribbean: United States
2011,3195,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,4454,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,The Americas and the Caribbean: Other
2011,3550,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: United Kingdom
2011,4769,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Ireland
2011,1337,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,5708,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,912,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,300,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2958,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,577,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,933,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1941,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,2301,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Africa: Nigeria
2011,2239,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Africa: South Africa
2011,7123,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Africa: Other
2011,410,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Middle East and Asia: China
2011,2129,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,2351,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Middle East and Asia: India
2011,1816,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,8104,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,Middle East and Asia: Other
2011,1134,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,2619,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,476,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,1985,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,2298,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: United Kingdom
2011,3409,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Ireland
2011,3668,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,5010,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2660,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,923,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,6393,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,1459,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3153,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,6615,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,2780,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Africa: Nigeria
2011,6018,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Africa: South Africa
2011,10990,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Africa: Other
2011,1404,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Middle East and Asia: China
2011,786,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,3054,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Middle East and Asia: India
2011,2201,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,11505,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,Middle East and Asia: Other
2011,1297,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,3419,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1100,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,3397,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,4318,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: United Kingdom
2011,7009,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Ireland
2011,10050,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,7477,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,6444,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1958,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,14001,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,19859,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,15898,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,9849,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,5410,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Africa: Nigeria
2011,12209,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Africa: South Africa
2011,14960,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Africa: Other
2011,4264,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Middle East and Asia: China
2011,1269,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,15148,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Middle East and Asia: India
2011,4490,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,21670,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,Middle East and Asia: Other
2011,3469,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,14954,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,1087,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,8973,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,16462,England and Wales (K04000001),3. Associate professional and technical occupations,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,2712266,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: United Kingdom
2011,8384,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Ireland
2011,1115,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,7886,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1388,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,379,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,3008,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,582,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,4501,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1485,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,982,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Africa: Nigeria
2011,1698,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Africa: South Africa
2011,21215,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Africa: Other
2011,171,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Middle East and Asia: China
2011,1149,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Middle East and Asia: Bangladesh
2011,10533,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Middle East and Asia: India
2011,3459,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Middle East and Asia: Pakistan
2011,10843,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,Middle East and Asia: Other
2011,1654,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,The Americas and the Caribbean: Canada
2011,1609,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,The Americas and the Caribbean: United States
2011,4323,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,5317,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,The Americas and the Caribbean: Other
2011,2739,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: United Kingdom
2011,4124,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Ireland
2011,886,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3659,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,507,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,291,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1915,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,435,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,608,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1128,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,1762,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Africa: Nigeria
2011,1338,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Africa: South Africa
2011,7184,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Africa: Other
2011,261,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Middle East and Asia: China
2011,2400,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,3619,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Middle East and Asia: India
2011,1936,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,6784,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,Middle East and Asia: Other
2011,574,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,1178,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,614,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,1597,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,1386,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: United Kingdom
2011,2028,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Ireland
2011,2115,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2814,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1246,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,823,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,3397,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,1339,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,2720,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,4420,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,2023,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Africa: Nigeria
2011,4071,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Africa: South Africa
2011,10059,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Africa: Other
2011,974,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Middle East and Asia: China
2011,1001,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,4037,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Middle East and Asia: India
2011,2425,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,8844,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,Middle East and Asia: Other
2011,605,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,1323,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1279,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,2700,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,2104,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: United Kingdom
2011,2901,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Ireland
2011,3410,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3389,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2513,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1368,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,5813,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,21294,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,15883,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,5416,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,4086,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Africa: Nigeria
2011,7898,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Africa: South Africa
2011,12400,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Africa: Other
2011,2519,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Middle East and Asia: China
2011,1436,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,11921,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Middle East and Asia: India
2011,4863,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,13968,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,Middle East and Asia: Other
2011,1424,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,4059,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,988,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,5032,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,6688,England and Wales (K04000001),4. Administrative and secretarial occupations,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,2680951,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
