date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,West Midlands,E12000005,8484,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,East,E12000006,6838,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,London,E12000007,21362,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South East,E12000008,11902,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South West,E12000009,6661,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,Wales,W92000004,4801,Age 16 to 24,7. Sales and customer service occupations,Level 4 qualifications and above
2011,North East,E12000001,1005,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North West,E12000002,2495,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,1863,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,1370,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,1967,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East,E12000006,1792,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,London,E12000007,4800,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South East,E12000008,2730,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South West,E12000009,1632,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,720,Age 16 to 24,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North East,E12000001,772,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,North West,E12000002,2117,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,Yorkshire and The Humber,E12000003,2435,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,East Midlands,E12000004,2259,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,West Midlands,E12000005,2473,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,East,E12000006,1987,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,London,E12000007,1334,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,South East,E12000008,1973,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,South West,E12000009,1392,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,Wales,W92000004,1269,Age 16 to 24,"8. Process, plant and machine operatives",No qualifications
2011,North East,E12000001,1881,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North West,E12000002,4200,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,3834,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East Midlands,E12000004,3864,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,West Midlands,E12000005,3970,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East,E12000006,4016,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,London,E12000007,2044,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South East,E12000008,4488,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South West,E12000009,3644,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Wales,W92000004,2424,Age 16 to 24,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North East,E12000001,1887,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North West,E12000002,4490,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,3681,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East Midlands,E12000004,3485,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,West Midlands,E12000005,3627,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East,E12000006,3603,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,London,E12000007,1860,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South East,E12000008,4320,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South West,E12000009,3310,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Wales,W92000004,2141,Age 16 to 24,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North East,E12000001,1238,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North West,E12000002,2884,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,2353,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East Midlands,E12000004,2110,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,West Midlands,E12000005,2205,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East,E12000006,2244,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,London,E12000007,1352,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South East,E12000008,2916,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South West,E12000009,2163,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Wales,W92000004,1405,Age 16 to 24,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North East,E12000001,423,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North West,E12000002,1094,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,916,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East Midlands,E12000004,914,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,West Midlands,E12000005,967,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East,E12000006,919,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,London,E12000007,1367,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South East,E12000008,1245,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South West,E12000009,832,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Wales,W92000004,542,Age 16 to 24,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North East,E12000001,1166,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North West,E12000002,2685,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,2705,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East Midlands,E12000004,2665,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,West Midlands,E12000005,2388,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East,E12000006,2605,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,London,E12000007,1761,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South East,E12000008,2273,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South West,E12000009,1911,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Wales,W92000004,1115,Age 16 to 24,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North East,E12000001,2476,Age 16 to 24,9. Elementary occupations,No qualifications
2011,North West,E12000002,7923,Age 16 to 24,9. Elementary occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,7109,Age 16 to 24,9. Elementary occupations,No qualifications
2011,East Midlands,E12000004,6541,Age 16 to 24,9. Elementary occupations,No qualifications
2011,West Midlands,E12000005,7370,Age 16 to 24,9. Elementary occupations,No qualifications
2011,East,E12000006,7218,Age 16 to 24,9. Elementary occupations,No qualifications
2011,London,E12000007,6461,Age 16 to 24,9. Elementary occupations,No qualifications
2011,South East,E12000008,8746,Age 16 to 24,9. Elementary occupations,No qualifications
2011,South West,E12000009,6022,Age 16 to 24,9. Elementary occupations,No qualifications
2011,Wales,W92000004,3825,Age 16 to 24,9. Elementary occupations,No qualifications
2011,North East,E12000001,5922,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,North West,E12000002,17219,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,13373,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,East Midlands,E12000004,12921,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,West Midlands,E12000005,14685,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,East,E12000006,15928,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,London,E12000007,10050,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,South East,E12000008,21387,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,South West,E12000009,15383,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,Wales,W92000004,8179,Age 16 to 24,9. Elementary occupations,Level 1 qualifications
2011,North East,E12000001,9561,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,North West,E12000002,28375,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,21365,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,East Midlands,E12000004,19409,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,West Midlands,E12000005,21478,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,East,E12000006,23291,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,London,E12000007,12918,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,South East,E12000008,32567,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,South West,E12000009,24100,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,Wales,W92000004,11964,Age 16 to 24,9. Elementary occupations,Level 2 qualifications
2011,North East,E12000001,8938,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,North West,E12000002,23869,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,19186,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,East Midlands,E12000004,14807,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,West Midlands,E12000005,16112,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,East,E12000006,14130,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,London,E12000007,15705,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,South East,E12000008,25168,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,South West,E12000009,18000,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,Wales,W92000004,9655,Age 16 to 24,9. Elementary occupations,Level 3 qualifications
2011,North East,E12000001,2715,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,North West,E12000002,7527,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,5390,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,4304,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,5471,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,East,E12000006,4623,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,London,E12000007,11934,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,South East,E12000008,7875,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,South West,E12000009,5018,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,Wales,W92000004,3139,Age 16 to 24,9. Elementary occupations,Level 4 qualifications and above
2011,North East,E12000001,1565,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,North West,E12000002,5125,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,4719,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,4447,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,4957,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,East,E12000006,5353,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,London,E12000007,11657,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,South East,E12000008,6762,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,South West,E12000009,4043,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,1813,Age 16 to 24,9. Elementary occupations,Apprenticeships and other qualifications
2011,North East,E12000001,3140,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,North West,E12000002,9647,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,Yorkshire and The Humber,E12000003,8342,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,East Midlands,E12000004,6286,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,West Midlands,E12000005,8519,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,East,E12000006,8497,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,London,E12000007,11437,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,South East,E12000008,10153,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,South West,E12000009,5547,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,Wales,W92000004,4161,Age 25 to 49,"1. Managers, directors and senior officials",No qualifications
2011,North East,E12000001,9257,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,North West,E12000002,29533,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,22789,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,East Midlands,E12000004,21229,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,West Midlands,E12000005,24041,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,East,E12000006,31006,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,London,E12000007,25382,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,South East,E12000008,41731,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,South West,E12000009,23222,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,Wales,W92000004,10653,Age 25 to 49,"1. Managers, directors and senior officials",Level 1 qualifications
2011,North East,E12000001,10507,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,North West,E12000002,33514,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,24734,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,East Midlands,E12000004,23849,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,West Midlands,E12000005,25840,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,East,E12000006,34073,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,London,E12000007,29241,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,South East,E12000008,48995,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,South West,E12000009,27837,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,Wales,W92000004,12285,Age 25 to 49,"1. Managers, directors and senior officials",Level 2 qualifications
2011,North East,E12000001,9650,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,North West,E12000002,30991,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,23017,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,East Midlands,E12000004,22589,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,West Midlands,E12000005,24129,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,East,E12000006,30321,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,London,E12000007,31978,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,South East,E12000008,46884,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,South West,E12000009,26843,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,Wales,W92000004,11224,Age 25 to 49,"1. Managers, directors and senior officials",Level 3 qualifications
2011,North East,E12000001,25835,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,North West,E12000002,87009,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,63067,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,East Midlands,E12000004,59528,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,West Midlands,E12000005,66664,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,East,E12000006,83971,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,London,E12000007,204278,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,South East,E12000008,154669,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,South West,E12000009,73065,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,Wales,W92000004,31816,Age 25 to 49,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,North East,E12000001,3142,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,North West,E12000002,10297,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,8040,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,East Midlands,E12000004,7604,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,West Midlands,E12000005,8421,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,East,E12000006,11073,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,London,E12000007,31204,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,South East,E12000008,17872,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,South West,E12000009,8268,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,Wales,W92000004,3903,Age 25 to 49,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,North East,E12000001,484,Age 25 to 49,2. Professional occupations,No qualifications
2011,North West,E12000002,1765,Age 25 to 49,2. Professional occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,1382,Age 25 to 49,2. Professional occupations,No qualifications
2011,East Midlands,E12000004,1095,Age 25 to 49,2. Professional occupations,No qualifications
2011,West Midlands,E12000005,1605,Age 25 to 49,2. Professional occupations,No qualifications
2011,East,E12000006,1512,Age 25 to 49,2. Professional occupations,No qualifications
2011,London,E12000007,3189,Age 25 to 49,2. Professional occupations,No qualifications
2011,South East,E12000008,2034,Age 25 to 49,2. Professional occupations,No qualifications
2011,South West,E12000009,947,Age 25 to 49,2. Professional occupations,No qualifications
2011,Wales,W92000004,716,Age 25 to 49,2. Professional occupations,No qualifications
2011,North East,E12000001,2199,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,North West,E12000002,7645,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,5663,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,East Midlands,E12000004,5459,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,West Midlands,E12000005,6355,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,East,E12000006,9190,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,London,E12000007,10739,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,South East,E12000008,13907,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,South West,E12000009,6005,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,Wales,W92000004,2474,Age 25 to 49,2. Professional occupations,Level 1 qualifications
2011,North East,E12000001,3899,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,North West,E12000002,13471,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,9794,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,East Midlands,E12000004,8920,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,West Midlands,E12000005,10362,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,East,E12000006,14834,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,London,E12000007,16937,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,South East,E12000008,23336,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,South West,E12000009,10751,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,Wales,W92000004,4409,Age 25 to 49,2. Professional occupations,Level 2 qualifications
2011,North East,E12000001,6041,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,North West,E12000002,19631,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,13991,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,East Midlands,E12000004,13440,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,West Midlands,E12000005,15843,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,East,E12000006,19149,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,London,E12000007,25342,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,South East,E12000008,32505,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,South West,E12000009,16810,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,Wales,W92000004,6781,Age 25 to 49,2. Professional occupations,Level 3 qualifications
2011,North East,E12000001,101963,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,North West,E12000002,306380,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,214909,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,183193,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,227859,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,East,E12000006,259410,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,London,E12000007,584851,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,South East,E12000008,437912,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,South West,E12000009,231161,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,Wales,W92000004,123707,Age 25 to 49,2. Professional occupations,Level 4 qualifications and above
2011,North East,E12000001,1454,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,North West,E12000002,5053,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,3711,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,3526,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,4427,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,East,E12000006,6550,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,London,E12000007,23655,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,South East,E12000008,11180,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,South West,E12000009,4285,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,1855,Age 25 to 49,2. Professional occupations,Apprenticeships and other qualifications
2011,North East,E12000001,1414,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,North West,E12000002,4566,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,3792,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,East Midlands,E12000004,2921,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,West Midlands,E12000005,3968,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,East,E12000006,4388,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,London,E12000007,6425,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,South East,E12000008,5492,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,South West,E12000009,2673,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,Wales,W92000004,2009,Age 25 to 49,3. Associate professional and technical occupations,No qualifications
2011,North East,E12000001,8676,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,North West,E12000002,26255,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,20141,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,East Midlands,E12000004,17702,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,West Midlands,E12000005,20950,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,East,E12000006,29447,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,London,E12000007,28398,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,South East,E12000008,41736,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,South West,E12000009,20820,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,Wales,W92000004,9136,Age 25 to 49,3. Associate professional and technical occupations,Level 1 qualifications
2011,North East,E12000001,13099,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,North West,E12000002,39561,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,28724,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,East Midlands,E12000004,24960,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,West Midlands,E12000005,29523,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,East,E12000006,41370,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,London,E12000007,39196,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,South East,E12000008,59397,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,South West,E12000009,30650,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,Wales,W92000004,14409,Age 25 to 49,3. Associate professional and technical occupations,Level 2 qualifications
2011,North East,E12000001,15956,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,North West,E12000002,43392,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,33111,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,East Midlands,E12000004,29509,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,West Midlands,E12000005,33349,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,East,E12000006,41609,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,London,E12000007,47912,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,South East,E12000008,63761,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,South West,E12000009,34731,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
2011,Wales,W92000004,16664,Age 25 to 49,3. Associate professional and technical occupations,Level 3 qualifications
