date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,North West,E12000002,11217,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,8487,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,East Midlands,E12000004,7307,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,West Midlands,E12000005,8753,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,East,E12000006,11932,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,London,E12000007,10889,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,South East,E12000008,18998,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,South West,E12000009,10434,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,Wales,W92000004,4843,Age 50 to 64,3. Associate professional and technical occupations,Level 2 qualifications
2011,North East,E12000001,4508,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,North West,E12000002,11896,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,8557,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,East Midlands,E12000004,7840,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,West Midlands,E12000005,8879,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,East,E12000006,10984,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,London,E12000007,10946,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,South East,E12000008,17934,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,South West,E12000009,10294,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,Wales,W92000004,4859,Age 50 to 64,3. Associate professional and technical occupations,Level 3 qualifications
2011,North East,E12000001,11878,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,North West,E12000002,33101,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,24683,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,22387,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,25492,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,East,E12000006,32377,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,London,E12000007,45023,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,South East,E12000008,58956,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,South West,E12000009,33832,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,Wales,W92000004,15240,Age 50 to 64,3. Associate professional and technical occupations,Level 4 qualifications and above
2011,North East,E12000001,2879,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,North West,E12000002,6791,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,5465,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,5112,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,5349,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,East,E12000006,6855,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,London,E12000007,6845,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,South East,E12000008,10222,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,South West,E12000009,5598,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,2931,Age 50 to 64,3. Associate professional and technical occupations,Apprenticeships and other qualifications
2011,North East,E12000001,4515,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,North West,E12000002,12431,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,8863,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,East Midlands,E12000004,8617,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,West Midlands,E12000005,10502,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,East,E12000006,14406,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,London,E12000007,14368,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,South East,E12000008,18201,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,South West,E12000009,9012,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,Wales,W92000004,4265,Age 50 to 64,4. Administrative and secretarial occupations,No qualifications
2011,North East,E12000001,9602,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,North West,E12000002,26078,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,17733,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,East Midlands,E12000004,16901,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,West Midlands,E12000005,19702,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,East,E12000006,26980,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,London,E12000007,24962,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,South East,E12000008,37897,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,South West,E12000009,20963,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,Wales,W92000004,9848,Age 50 to 64,4. Administrative and secretarial occupations,Level 1 qualifications
2011,North East,E12000001,10753,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,North West,E12000002,28003,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,20283,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,East Midlands,E12000004,18342,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,West Midlands,E12000005,21548,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,East,E12000006,26207,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,London,E12000007,22576,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,South East,E12000008,39106,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,South West,E12000009,24127,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,Wales,W92000004,12979,Age 50 to 64,4. Administrative and secretarial occupations,Level 2 qualifications
2011,North East,E12000001,5783,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,North West,E12000002,14999,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,10496,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,East Midlands,E12000004,9490,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,West Midlands,E12000005,11527,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,East,E12000006,12415,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,London,E12000007,12334,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,South East,E12000008,19990,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,South West,E12000009,12688,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,Wales,W92000004,6074,Age 50 to 64,4. Administrative and secretarial occupations,Level 3 qualifications
2011,North East,E12000001,6490,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,North West,E12000002,18651,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,14065,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,12331,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,14167,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,East,E12000006,17612,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,London,E12000007,25230,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,South East,E12000008,29380,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,South West,E12000009,18779,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,Wales,W92000004,9017,Age 50 to 64,4. Administrative and secretarial occupations,Level 4 qualifications and above
2011,North East,E12000001,2388,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,North West,E12000002,6742,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,5184,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,4990,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,5751,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,East,E12000006,6880,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,London,E12000007,8834,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,South East,E12000008,9906,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,South West,E12000009,5340,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,2392,Age 50 to 64,4. Administrative and secretarial occupations,Apprenticeships and other qualifications
2011,North East,E12000001,7083,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,North West,E12000002,20660,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,17057,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,East Midlands,E12000004,16445,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,West Midlands,E12000005,22479,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,East,E12000006,22494,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,London,E12000007,18068,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,South East,E12000008,27821,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,South West,E12000009,20197,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,Wales,W92000004,11493,Age 50 to 64,5. Skilled trades occupations,No qualifications
2011,North East,E12000001,4074,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,North West,E12000002,10347,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,8208,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,East Midlands,E12000004,8024,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,West Midlands,E12000005,10058,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,East,E12000006,11489,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,London,E12000007,8515,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,South East,E12000008,15508,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,South West,E12000009,12221,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,Wales,W92000004,5685,Age 50 to 64,5. Skilled trades occupations,Level 1 qualifications
2011,North East,E12000001,4823,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,North West,E12000002,12643,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,9882,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,East Midlands,E12000004,9307,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,West Midlands,E12000005,11806,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,East,E12000006,12267,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,London,E12000007,9354,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,South East,E12000008,16486,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,South West,E12000009,13376,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,Wales,W92000004,6983,Age 50 to 64,5. Skilled trades occupations,Level 2 qualifications
2011,North East,E12000001,7453,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,North West,E12000002,17341,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,13515,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,East Midlands,E12000004,11637,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,West Midlands,E12000005,12805,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,East,E12000006,14092,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,London,E12000007,9321,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,South East,E12000008,20003,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,South West,E12000009,15043,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,Wales,W92000004,7880,Age 50 to 64,5. Skilled trades occupations,Level 3 qualifications
2011,North East,E12000001,3788,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,North West,E12000002,9423,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,7490,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,7073,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,7780,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,East,E12000006,9266,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,London,E12000007,8765,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,South East,E12000008,14835,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,South West,E12000009,11826,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,Wales,W92000004,5700,Age 50 to 64,5. Skilled trades occupations,Level 4 qualifications and above
2011,North East,E12000001,14049,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,North West,E12000002,30279,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,27126,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,22503,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,23439,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East,E12000006,27578,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,London,E12000007,21285,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South East,E12000008,37888,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South West,E12000009,26975,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,15138,Age 50 to 64,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,North East,E12000001,4670,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,North West,E12000002,12714,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,Yorkshire and The Humber,E12000003,9696,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,East Midlands,E12000004,8198,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,West Midlands,E12000005,9066,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,East,E12000006,10347,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,London,E12000007,10504,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,South East,E12000008,13581,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,South West,E12000009,8802,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,Wales,W92000004,6386,Age 50 to 64,"6. Caring, leisure and other service occupations",No qualifications
2011,North East,E12000001,3530,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North West,E12000002,9623,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,7487,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East Midlands,E12000004,6238,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,West Midlands,E12000005,6697,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East,E12000006,9210,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,London,E12000007,9307,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South East,E12000008,13566,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South West,E12000009,8219,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Wales,W92000004,4302,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North East,E12000001,7356,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North West,E12000002,18226,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,13843,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East Midlands,E12000004,11449,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,West Midlands,E12000005,13713,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East,E12000006,14598,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,London,E12000007,12953,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South East,E12000008,20712,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South West,E12000009,14491,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Wales,W92000004,8618,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North East,E12000001,6764,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North West,E12000002,16663,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,10057,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East Midlands,E12000004,9771,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,West Midlands,E12000005,12208,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East,E12000006,11213,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,London,E12000007,11252,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South East,E12000008,17504,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South West,E12000009,12333,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Wales,W92000004,6419,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North East,E12000001,4969,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North West,E12000002,13960,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,10356,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East Midlands,E12000004,8926,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,West Midlands,E12000005,10586,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East,E12000006,12553,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,London,E12000007,15148,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South East,E12000008,20200,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South West,E12000009,13763,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Wales,W92000004,6306,Age 50 to 64,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North East,E12000001,2939,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North West,E12000002,7261,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,5947,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East Midlands,E12000004,5219,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,West Midlands,E12000005,5581,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East,E12000006,6809,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,London,E12000007,9706,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South East,E12000008,10410,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South West,E12000009,6446,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Wales,W92000004,3281,Age 50 to 64,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North East,E12000001,8027,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,North West,E12000002,18344,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,14388,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,East Midlands,E12000004,11944,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,West Midlands,E12000005,13768,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,East,E12000006,15083,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,London,E12000007,11347,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,South East,E12000008,18687,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,South West,E12000009,13583,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,Wales,W92000004,7812,Age 50 to 64,7. Sales and customer service occupations,No qualifications
2011,North East,E12000001,5597,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,North West,E12000002,13415,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,9606,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,East Midlands,E12000004,8417,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,West Midlands,E12000005,9171,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,East,E12000006,11260,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,London,E12000007,8600,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,South East,E12000008,15148,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,South West,E12000009,11071,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,Wales,W92000004,5479,Age 50 to 64,7. Sales and customer service occupations,Level 1 qualifications
2011,North East,E12000001,4390,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,North West,E12000002,10335,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,7530,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,East Midlands,E12000004,6156,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,West Midlands,E12000005,7213,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,East,E12000006,7743,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,London,E12000007,5808,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,South East,E12000008,11165,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,South West,E12000009,8571,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,Wales,W92000004,4495,Age 50 to 64,7. Sales and customer service occupations,Level 2 qualifications
2011,North East,E12000001,1712,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,North West,E12000002,4426,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,3143,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,East Midlands,E12000004,2567,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,West Midlands,E12000005,3016,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,East,E12000006,3179,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,London,E12000007,2977,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,South East,E12000008,5050,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,South West,E12000009,3649,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,Wales,W92000004,1691,Age 50 to 64,7. Sales and customer service occupations,Level 3 qualifications
2011,North East,E12000001,1600,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,North West,E12000002,5128,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,3749,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,3129,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,3413,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,East,E12000006,3994,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,London,E12000007,5659,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South East,E12000008,6945,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South West,E12000009,4963,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,Wales,W92000004,2222,Age 50 to 64,7. Sales and customer service occupations,Level 4 qualifications and above
2011,North East,E12000001,1976,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North West,E12000002,5018,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,3775,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,3575,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,3835,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East,E12000006,4271,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,London,E12000007,5938,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South East,E12000008,6252,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South West,E12000009,4315,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,2009,Age 50 to 64,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North East,E12000001,10796,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,North West,E12000002,31229,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,Yorkshire and The Humber,E12000003,24808,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,East Midlands,E12000004,23538,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
2011,West Midlands,E12000005,27620,Age 50 to 64,"8. Process, plant and machine operatives",No qualifications
